id,line,name,lat,lng,kakao_place_id,kakao_place_name,kakao_address,kakao_road_address,kakao_phone,kakao_place_url,kakao_lat,kakao_lng,kakao_category_group_code,kakao_category_group_name,kakao_category_name
120,"06호선","마포구청",37.563515,126.903343,"21160698","마포구청역 6호선","서울 마포구 성산동 592","서울 마포구 월드컵로 지하 190","02-6311-6201","http://place.map.kakao.com/21160698","126.903425598797","37.5634871865932","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
121,"06호선","망원",37.556094,126.910052,"21160668","망원역 6호선","서울 마포구 망원동 378","서울 마포구 월드컵로 지하 77","02-6311-6211","http://place.map.kakao.com/21160668","126.910094329982","37.5560826563712","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
122,"06호선","합정",37.549463,126.913739,"21160674","합정역 6호선","서울 마포구 합정동 414","서울 마포구 양화로 지하 45","02-6311-6221","http://place.map.kakao.com/21160674","126.91421318621","37.5487840343032","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
123,"06호선","상수",37.547716,126.922852,"21160855","상수역 6호선","서울 마포구 상수동 309-10","서울 마포구 독막로 지하 85","02-6311-6231","http://place.map.kakao.com/21160855","126.92242989321456","37.54776618366393","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
124,"06호선","광흥창",37.547456,126.931993,"21160700","광흥창역 6호선","서울 마포구 창전동 145-17","서울 마포구 독막로 지하 165","02-6311-6241","http://place.map.kakao.com/21160700","126.93202965599583","37.54748648317645","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
125,"06호선","대흥",37.547771,126.942069,"21160764","대흥역 6호선","서울 마포구 대흥동 128-1","서울 마포구 대흥로 지하 85","02-6311-6251","http://place.map.kakao.com/21160764","126.942473188734","37.5476479056751","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
126,"06호선","공덕",37.544018,126.951592,"21160856","공덕역 6호선","서울 마포구 공덕동 439","서울 마포구 백범로 지하 200","02-6311-5291","http://place.map.kakao.com/21160856","126.95189540256291","37.543530049331636","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
127,"06호선","효창공원앞",37.539261,126.961351,"21160701","효창공원앞역 6호선","서울 용산구 효창동 80","서울 용산구 백범로 지하 287","02-6311-6271","http://place.map.kakao.com/21160701","126.96139810075","37.5393087503306","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
128,"06호선","삼각지",37.534777,126.97311,"11277106","삼각지역 6호선","서울 용산구 한강로1가 228-1","서울 용산구 한강대로 지하 185","02-6311-6281","http://place.map.kakao.com/11277106","126.9740539626925","37.535607295640936","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
129,"06호선","녹사평",37.534675,126.986695,"21160673","녹사평역 6호선","서울 용산구 용산동4가 4","서울 용산구 녹사평대로 지하 195","02-6311-6291","http://place.map.kakao.com/21160673","126.9865496751","37.5347227952064","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
130,"06호선","이태원",37.534488,126.994302,"21160762","이태원역 6호선","서울 용산구 이태원동 119-23","서울 용산구 이태원로 지하 177","02-6311-6301","http://place.map.kakao.com/21160762","126.994333861918","37.5345252050511","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
131,"06호선","한강진",37.539631,127.001725,"21160852","한강진역 6호선","서울 용산구 한남동 726-494","서울 용산구 이태원로 지하 287","02-6311-6311","http://place.map.kakao.com/21160852","127.001765135176","37.5397907743775","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
132,"06호선","버티고개",37.548013,127.007055,"21160760","버티고개역 6호선","서울 중구 신당동 366-454","서울 중구 다산로 지하 38","02-6311-6321","http://place.map.kakao.com/21160760","127.006730866101","37.5478275106099","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
133,"06호선","약수",37.55434,127.010655,"21160757","약수역 6호선","서울 중구 신당동 369-2","서울 중구 다산로 지하 115","02-6311-6331","http://place.map.kakao.com/21160757","127.010153707232","37.5539252226626","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
134,"06호선","청구",37.560245,127.013828,"17754615","청구역 6호선","서울 중구 신당동 295-2","서울 중구 청구로 지하 77","02-6311-5371","http://place.map.kakao.com/17754615","127.014165812912","37.5609165488093","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
135,"06호선","신당",37.565972,127.01782,"21160693","신당역 6호선","서울 중구 흥인동 162-1","서울 중구 다산로 지하 260","02-6311-6351","http://place.map.kakao.com/21160693","127.01617590593352","37.56609251486158","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
136,"06호선","동묘앞",37.572627,127.016429,"21160848","동묘앞역 6호선","서울 종로구 숭인동 316-3","서울 종로구 지봉로 지하 24","02-6311-6361","http://place.map.kakao.com/21160848","127.015725557994","37.5721715926337","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
137,"06호선","창신",37.579661,127.015241,"21160671","창신역 6호선","서울 종로구 창신동 20-8","서울 종로구 지봉로 지하 112","02-6311-6371","http://place.map.kakao.com/21160671","127.01529688465331","37.57941474393655","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
138,"06호선","보문",37.585286,127.019381,"21160763","보문역 6호선","서울 성북구 보문동1가 127-1","서울 성북구 보문로 지하 116","02-6311-6381","http://place.map.kakao.com/21160763","127.020003515933","37.585541696968","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
139,"04호선","금정",37.372221,126.943429,"21160678","금정역 4호선","경기 군포시 금정동 613","경기 군포시 군포로 750","1544-7788","http://place.map.kakao.com/21160678","126.94347315682283","37.37246820714397","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권4호선"
140,"06호선","안암",37.586272,127.029005,"21160853","안암역 6호선","서울 성북구 안암동5가 146-1","서울 성북구 고려대로 지하 89","02-6311-6391","http://place.map.kakao.com/21160853","127.029233420248","37.586307417971","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
141,"06호선","고려대",37.590508,127.036296,"21160766","고려대역 6호선","서울 성북구 종암동 29-18","서울 성북구 종암로 지하 1","02-6311-6401","http://place.map.kakao.com/21160766","127.03630828564728","37.59044191064368","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
142,"06호선","월곡",37.601948,127.041518,"21160699","월곡역 6호선","서울 성북구 하월곡동 35-1","서울 성북구 월곡로 지하 107","02-6311-6411","http://place.map.kakao.com/21160699","127.041460725816","37.6018044172918","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
143,"06호선","상월곡",37.606377,127.048491,"21160761","상월곡역 6호선","서울 성북구 상월곡동 26-1","서울 성북구 화랑로 지하 157","02-6311-6421","http://place.map.kakao.com/21160761","127.048829192974","37.6065588265169","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
144,"06호선","돌곶이",37.610537,127.056431,"1416598486","돌곶이역 6호선","서울 성북구 석관동 349-8","서울 성북구 화랑로 지하 243","02-6311-6431","http://place.map.kakao.com/1416598486","127.0564381246322","37.61054501416126","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
145,"06호선","석계",37.614805,127.065851,"21160670","석계역 6호선","서울 노원구 월계동 25-2","서울 노원구 화랑로 지하 347-1","02-6311-6441","http://place.map.kakao.com/21160670","127.066703301093","37.6151491167469","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
146,"06호선","태릉입구",37.617983,127.07512,"17754628","태릉입구역 7호선","서울 노원구 공릉동 616-4","서울 노원구 동일로 지하 992-1","02-6311-7171","http://place.map.kakao.com/17754628","127.075405300578","37.618459513199","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
147,"06호선","화랑대",37.620064,127.084689,"21160851","화랑대역 6호선","서울 노원구 공릉동 285-2","서울 노원구 화랑로 지하 510","02-6311-6461","http://place.map.kakao.com/21160851","127.08354181123269","37.61984245540276","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
148,"06호선","봉화산",37.617283,127.091401,"21160696","봉화산역 6호선","서울 중랑구 신내동 643-1","서울 중랑구 신내로 지하 232","02-6311-6471","http://place.map.kakao.com/21160696","127.09136011564394","37.617350836302734","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권6호선"
149,"07호선","장암",37.700109,127.053196,"21160768","장암역 7호선","경기 의정부시 장암동 160-8","경기 의정부시 동일로 121","02-6311-7091","http://place.map.kakao.com/21160768","127.052818310578","37.699956566426","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
150,"07호선","도봉산",37.689313,127.046222,"21160711","도봉산역 7호선","서울 도봉구 도봉동 38-3","서울 도봉구 도봉로 964-40","02-6311-7101","http://place.map.kakao.com/21160711","127.046425596353","37.6896304650032","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
151,"07호선","수락산",37.67785,127.055315,"21160859","수락산역 7호선","서울 노원구 상계동 1132-9","서울 노원구 동일로 지하 1662","02-6311-7111","http://place.map.kakao.com/21160859","127.055350968781","37.6778814656816","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
152,"07호선","마들",37.66494,127.057675,"21160774","마들역 7호선","서울 노원구 상계동 650","서울 노원구 동일로 지하 1530-1","02-6311-7121","http://place.map.kakao.com/21160774","127.057712619869","37.6652017465321","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
153,"07호선","노원",37.655128,127.061368,"21160859","수락산역 7호선","서울 노원구 상계동 1132-9","서울 노원구 동일로 지하 1662","02-6311-7111","http://place.map.kakao.com/21160859","127.055350968781","37.6778814656816","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
154,"07호선","중계",37.644583,127.064303,"21160727","중계역 7호선","서울 노원구 중계동 503-3","서울 노원구 동일로 지하 1308-1","02-6311-7141","http://place.map.kakao.com/21160727","127.06411035896","37.6450921230569","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
155,"07호선","하계",37.636352,127.06799,"21161043","하계역 7호선","서울 노원구 하계동 273-5","서울 노원구 동일로 지하 1196","02-6311-7151","http://place.map.kakao.com/21161043","127.067991278758","37.6364765391858","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
156,"07호선","공릉",37.625742,127.072896,"21160705","공릉역 7호선","서울 노원구 공릉동 385-4","서울 노원구 동일로 지하 1074","02-6311-7161","http://place.map.kakao.com/21160705","127.073033585328","37.6255427648558","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
157,"07호선","태릉입구",37.617983,127.07512,"17754628","태릉입구역 7호선","서울 노원구 공릉동 616-4","서울 노원구 동일로 지하 992-1","02-6311-7171","http://place.map.kakao.com/17754628","127.075405300578","37.618459513199","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
158,"07호선","먹골",37.610637,127.077725,"21160720","먹골역 7호선","서울 중랑구 묵동 189-5","서울 중랑구 동일로 지하 901","02-6311-7181","http://place.map.kakao.com/21160720","127.077762187968","37.6106193846197","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
159,"07호선","중화",37.602545,127.079264,"21160775","중화역 7호선","서울 중랑구 중화동 50-3","서울 중랑구 동일로 지하 797","02-6311-7191","http://place.map.kakao.com/21160775","127.079312037122","37.6025526943256","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
160,"07호선","상봉",37.596362,127.085032,"21160675","상봉역 7호선","서울 중랑구 상봉동 100-9","서울 중랑구 망우로 297","02-6311-7201","http://place.map.kakao.com/21160675","127.085754455388","37.5955853328943","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
161,"07호선","면목",37.588579,127.087503,"21160767","면목역 7호선","서울 중랑구 면목동 282-6","서울 중랑구 면목로 지하 407","02-6311-7211","http://place.map.kakao.com/21160767","127.087503803859","37.5887148877725","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
162,"07호선","사가정",37.580894,127.088478,"21160857","사가정역 7호선","서울 중랑구 면목동 495","서울 중랑구 사가정로 지하 393","02-6311-7221","http://place.map.kakao.com/21160857","127.088504554212","37.5809403751459","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
163,"07호선","용마산",37.573647,127.086727,"21160703","용마산역 7호선","서울 중랑구 면목동 1316-5","서울 중랑구 용마산로 지하 227","02-6311-7231","http://place.map.kakao.com/21160703","127.08671982507775","37.57366797492471","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
164,"07호선","중곡",37.565923,127.08432,"21160858","중곡역 7호선","서울 광진구 중곡동 273-2","서울 광진구 능동로 지하 417","02-6311-7241","http://place.map.kakao.com/21160858","127.08431236632154","37.56592206115955","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
165,"07호선","군자",37.557121,127.079542,"21160712","군자역 7호선","서울 광진구 능동 275-5","서울 광진구 천호대로 지하 550","02-6311-5441","http://place.map.kakao.com/21160712","127.079844019721","37.5577765558418","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
166,"07호선","어린이대공원",37.548014,127.074658,"21160702","어린이대공원역 7호선","서울 광진구 화양동 164-1","서울 광진구 능동로 지하 210","02-6311-7261","http://place.map.kakao.com/21160702","127.07465525507352","37.54796087622509","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
167,"07호선","건대입구",37.540693,127.07023,"21160772","건대입구역 7호선","서울 광진구 화양동 6-3","서울 광진구 능동로 지하 110","02-6311-7271","http://place.map.kakao.com/21160772","127.071104284458","37.5408686005702","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
168,"07호선","뚝섬유원지",37.53154,127.066704,"21160709","뚝섬유원지역 7호선","서울 광진구 자양동 73-2","서울 광진구 능동로 10","02-6311-7281","http://place.map.kakao.com/21160709","127.066796230331","37.5315583755646","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
169,"07호선","청담",37.519365,127.05335,"21161041","청담역 7호선","서울 강남구 청담동 77-76","서울 강남구 학동로 지하 508","02-6311-7291","http://place.map.kakao.com/21161041","127.053717937903","37.519455579961","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
170,"07호선","강남구청",37.517186,127.04128,"21161042","강남구청역 7호선","서울 강남구 삼성동 111-44","서울 강남구 학동로 지하 346","02-6311-7301","http://place.map.kakao.com/21161042","127.0413109462156","37.51721617197854","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
171,"07호선","반포",37.508178,127.011727,"21160707","반포역 7호선","서울 서초구 잠원동 103","서울 서초구 신반포로 지하 241","02-6311-7331","http://place.map.kakao.com/21160707","127.011586161943","37.5081614290284","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
172,"07호선","고속터미널",37.50481,127.004943,"21160722","고속터미널역 7호선","서울 서초구 반포동 19-11","서울 서초구 신반포로 지하 188","02-6311-7341","http://place.map.kakao.com/21160722","127.005007834609","37.5033865633062","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
173,"07호선","남성",37.484596,126.971251,"21160710","남성역 7호선","서울 동작구 사당동 산 25-33","서울 동작구 사당로 지하 218","02-6311-7371","http://place.map.kakao.com/21160710","126.97091020065321","37.484793511299706","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
174,"07호선","장승배기",37.504898,126.93915,"21160771","장승배기역 7호선","서울 동작구 상도동 26-20","서울 동작구 상도로 지하 188","02-6311-7401","http://place.map.kakao.com/21160771","126.939072381356","37.5048990621814","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
175,"02호선","신대방",37.487462,126.913149,"21160587","신대방역 2호선","서울 동작구 신대방동 643-1","서울 동작구 대림로 2","02-6110-2311","http://place.map.kakao.com/21160587","126.91350747615147","37.48765046104574","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
176,"02호선","신도림",37.508725,126.891295,"21160618","신도림역 2호선","서울 구로구 신도림동 460-26","서울 구로구 새말로 지하 117-21","02-6110-2341","http://place.map.kakao.com/21160618","126.89161095407636","37.508222191535346","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
177,"02호선","문래",37.517933,126.89476,"21160581","문래역 2호선","서울 영등포구 문래동3가 68-1","서울 영등포구 당산로 지하 28","02-6110-2351","http://place.map.kakao.com/21160581","126.894778820701","37.5179757181801","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
178,"02호선","영등포구청",37.52497,126.895951,"21160534","영등포구청역 2호선","서울 영등포구 당산동3가 270-1","서울 영등포구 당산로 지하 121","02-6110-2361","http://place.map.kakao.com/21160534","126.89667739939","37.5258305311402","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
179,"02호선","당산",37.53438,126.902281,"21160580","당산역 2호선","서울 영등포구 당산동6가 323-1","서울 영등포구 당산로 229","02-6110-2371","http://place.map.kakao.com/21160580","126.902611795523","37.5347843171332","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
180,"02호선","합정",37.549463,126.913739,"21160542","합정역 2호선","서울 마포구 서교동 393","서울 마포구 양화로 지하 55","02-6110-2381","http://place.map.kakao.com/21160542","126.91445406513526","37.54991315995173","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
181,"02호선","홍대입구",37.557192,126.925381,"21160589","홍대입구역 2호선","서울 마포구 동교동 165","서울 마포구 양화로 지하 160","02-322-7898","http://place.map.kakao.com/21160589","126.923778562273","37.5568707448873","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
182,"02호선","신촌",37.555134,126.936893,"21160531","신촌역 2호선","서울 마포구 노고산동 31-11","서울 마포구 신촌로 지하 90","02-6110-2401","http://place.map.kakao.com/21160531","126.93698075993808","37.555198169366435","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
183,"02호선","이대",37.556733,126.946013,"21160628","이대역 2호선","서울 마포구 염리동 8-85","서울 마포구 신촌로 지하 180","02-6110-2411","http://place.map.kakao.com/21160628","126.94642954546576","37.556814718869","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
184,"02호선","아현",37.557345,126.956141,"21160583","아현역 2호선","서울 마포구 아현동 354-23","서울 마포구 신촌로 지하 270","02-6110-2421","http://place.map.kakao.com/21160583","126.95614644008904","37.55740617797663","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
185,"02호선","충정로",37.559973,126.963672,"21160806","충정로역 2호선","서울 서대문구 충정로3가 319-1","서울 서대문구 서소문로 지하 17","02-6110-2431","http://place.map.kakao.com/21160806","126.96449207476172","37.55976328822766","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
186,"07호선","신대방삼거리",37.499701,126.928276,"21161040","신대방삼거리역 7호선","서울 동작구 대방동 406-10","서울 동작구 상도로 지하 76","02-6311-7411","http://place.map.kakao.com/21161040","126.92821094566965","37.499757228908564","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
187,"07호선","신풍",37.50008,126.90993,"21160708","신풍역 7호선","서울 영등포구 신길동 3599","서울 영등포구 신풍로 지하 27","02-6311-7431","http://place.map.kakao.com/21160708","126.90975434386","37.5001229935524","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
188,"07호선","가산디지털단지",37.481072,126.882343,"21160721","가산디지털단지역 7호선","서울 금천구 가산동 468-4","서울 금천구 벚꽃로 309","02-6311-7461","http://place.map.kakao.com/21160721","126.882661758356","37.4803959660982","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
189,"07호선","철산",37.47605,126.867911,"21160467","철산역 7호선","경기 광명시 철산동 526","경기 광명시 철산로 지하 13","02-6311-7471","http://place.map.kakao.com/21160467","126.868211027014","37.4761928424537","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
190,"07호선","온수",37.492258,126.823388,"21161038","온수역 7호선","서울 구로구 온수동 119","서울 구로구 경인로3길 지하 64","02-2639-3461","http://place.map.kakao.com/21161038","126.823847928009","37.4919675365056","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
191,"07호선","까치울",37.506207,126.810939,"12344081","까치울역 7호선","경기 부천시 춘의동 3-1","경기 부천시 길주로 지하 626","02-6311-7511","http://place.map.kakao.com/12344081","126.81133962285816","37.506227351130065","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
192,"08호선","잠실",37.51395,127.102234,"21160730","잠실역 8호선","서울 송파구 신천동 7-4","서울 송파구 올림픽로 305","02-6311-8141","http://place.map.kakao.com/21160730","127.103270523629","37.5143121584933","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권8호선"
193,"09호선","종합운동장",37.510997,127.073642,"26550131","봉은사역 9호선","서울 강남구 삼성동 172","서울 강남구 봉은사로 지하 601","02-2656-0929","http://place.map.kakao.com/26550131","127.060233935114","37.5142554489848","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
194,"09호선","석촌고분",37.5031988,127.0968027,"1822985559","석촌고분역 9호선","서울 송파구 삼전동 157-1","서울 송파구 백제고분로 지하 274","02-2656-0932","http://place.map.kakao.com/1822985559","127.0965081858022","37.50246245994369","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
195,"09호선","한성백제",37.5162985,127.1147715,"585546584","한성백제역 9호선","서울 송파구 방이동 88-17","서울 송파구 위례성대로 지하 29","02-2656-0009","http://place.map.kakao.com/585546584","127.116449169971","37.5165379932802","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
196,"09호선","둔촌오륜",37.5198096,127.1316377,"1674992873","둔촌오륜역 9호선","서울 강동구 둔촌동 227-7","서울 강동구 강동대로 지하 303","02-2656-0937","http://place.map.kakao.com/1674992873","127.13865206962898","37.51940803726135","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
197,"09호선","중앙보훈병원",37.5268044,127.1454439,"529068129","중앙보훈병원역 9호선","서울 강동구 둔촌동 8-1","서울 강동구 동남로 지하 625","02-2656-0938","http://place.map.kakao.com/529068129","127.14841167813621","37.52840258997037","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
